label,message
0,its cool let me know before it kicks off around  ltgt  ill be out and about all day
0,i was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here that  ltgt  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives every dime so for me to expect anything from you is not practical something like that
0,there are no other charges after transfer charges and you can withdraw anyhow you like
0,dont search love let love find u thats why its called falling in love bcoz u dont force yourself u just fall and u know there is smeone to hold u bslvyl
0,at 4 lets go to bill millers
0,i love you you set my soul on fire it is not just a spark but it is a flame a big rawring flame xoxo
0,somewhr someone is surely made 4 u and god has decided a perfect time to make u meet dat person    till den      enjoy ur crushes
0,thats my honeymoon outfit
0,will it help if we propose going back again tomorrow
1,private your 2003 account statement for shows 800 unredeemed s i m points call 08719899230 identifier code 41685 expires 071104
0,never blame a day in ur life good days give u happiness bad days give u experience both are essential in life all are gods blessings good morning
0,pls confirm the time to collect the cheque
1,as a registered subscriber yr draw 4 a 100 gift voucher will b entered on receipt of a correct ans when are the next olympics txt ans to 80062
1,urgent your mobile number has been awarded with a 2000 prize guaranteed call 09061790121 from land line claim 3030 valid 12hrs only 150ppm
0,daddy will take good care of you
0,yeah probably i still gotta check out with leo
0,kthen any other special
0,carlos is taking his sweet time as usual so let me know when you and patty are donewant to smoke and ill tell him to haul ass
0,ok pa nothing problem
0,have you heard about that job im going to that wildlife talk again tonight if u want2come its that2worzels and a wizzle or whatever it is
0,god picked up a flower and dippeditinadew lovingly touched itwhichturnedinto u and the he gifted tomeandsaidthis friend is 4u
0,when you came to hostel
0,ok no prob ill come after lunch then
0,jus telling u dat ill b leaving 4 shanghai on 21st instead so well haf more time 2 meet up cya
0,are your freezing  are you home yet  will you remember to kiss your mom in the morning do you love me  do you think of me  are you missing me yet
0,you all ready for  big day tomorrow
0,ill probably be around mu a lot
0,645
1,rtking pro video club need help inforingtonekingcouk or call 08701237397 you must be 16 club credits redeemable at wwwringtonekingcouk enjoy
0,thnx dude u guys out 2nite
0,me sef dey laugh you meanwhile hows my darling anjie
0,mm i had my food da from out
0,k makes sense btw carlos is being difficult so you guys are gonna smoke while i go pick up the second batch and get gas
0,did u download the fring app
0,the 2 oz guy is being kinda flaky but one friend is interested in picking up  ltgt  worth tonight if possible
0,friends that u can stay on fb chat with
0,fuck babe i miss you sooooo much  i wish you were here to sleep with me  my bed is so lonely  i go now to sleep  to dream of you my love
0,living is very simple loving is also simple laughing is too simple winning is tooo simple but being simple is very difficult gud nte
1,u have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09058094599
0,ah well that confuses things doesnt it
1,500 free text msgs just text ok to 80488 and well credit your account
0,hi dear call me its urgnt i dont know whats your problem you dont want to work or if you have any other problem at least tell me wating for your reply
0,dear how you are you ok
1,you have been selected to stay in 1 of 250 top british hotels  for nothing holiday worth 350 to claim call london 02072069400 bx 526 sw73ss
0,yes princess i want to make you happy
0,sounds like you have many talents would you like to go on a dinner date next week
0,i am going to film 2day da at 6pm sorry da
0,we not watching movie already xy wants 2 shop so im shopping w her now
0,hello my little party animal i just thought id buzz you as you were with your friends grins reminding you were loved and send a naughty adoring kiss
0,yesterday its with me only  now am going home
1,eerie nokia tones 4u rply tone title to 8007 eg tone dracula to 8007 titles ghost addamsfa munsters exorcist twilight wwwgetzedcouk pobox36504w45wq 150p
0,you have come into my life and brought the sun shiny down on me warming my heart putting a constant smile on my face  making me feel loved and cared for
0,no shit but i wasnt that surprised so i went and spent the evening with that french guy i met in town here and we fooled around a bit but i didnt let him fuck me
1,0anetworks allow companies to bill for sms so they are responsible for their suppliers just as a shop has to give a guarantee on what they sell b g
0,great comedycant stop laughing da
1,freemsgfeelin kinda lnly hope u like 2 keep me company jst got a cam moby wanna c my pictxt or reply date to 82242 msg150p 2rcv hlp 08712317606 stop to 82242
0,alright were all set here text the man
0,hi  where are you were at  and theyre not keen to go out i kind of am but feel i shouldnt so can we go out tomo dont mind do you
0,sleeping nt feeling well
0,u will switch your fone on dammit
0,india have to take lead
0,ill post her out l8r in class
0,thts wat wright brother did to fly
0,evening  v good if somewhat event laden will fill you in dont you worry  head  ok but throat  wrecked see you at six then
0,if u laugh really loud if u talk spontaneously if u dont care what others feel u are probably with your dear amp best friends goodevening dear
0,its a laptop take it with you
0,i dont have any of your file in my bagi was in work when you called mei ll tell you if i find anything in my room
0,i wan but too early lei me outside now wun b home so early neva mind then
1,for ur chance to win a 250 cash every wk txt action to 80608 tscs wwwmovietriviatv custcare 08712405022 1x150pwk
0,i was at bugis juz now wat but now im walking home oredi  so late then reply i oso saw a top dat i like but din buy where r  now
0,at 7 we will go ok na
0,yes i posted a couple of pics on fb theres still snow outside too im just waking up
0,sif we have one good partnership going we will take lead
1,rgent this is the 2nd attempt to contact uu have won 1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary max7 50
0,yeah wheres your class at
0,no just send to you bec you in temple na
0,you arent coming home between class right i need to work out and shower
1,hi if ur lookin 4 saucy daytime fun wiv busty married woman am free all next week chat now 2 sort time 09099726429 janinexx calls1minmobsmorelkpobox177hp51fl
0,s but mostly not like that
0,v ma fan
0,dunno cos i was v late n when i reach they inside already but we ate spageddies lor its e gals who r laughing at me lor
0,guess who spent all last night phasing in and out of the fourth dimension
0,so now my dad is gonna call after he gets out of work and ask all these crazy questions
0,yesbut they said its it
0,very hurting n meaningful lines ever i compromised everything for my love but at d end my love compromised me for everything gud mornin
0,lmaonice 1
0,glad to see your reply
1,urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call 09050001295 from land line claim a21 valid 12hrs only
1,monthly password for wap mobsicom is 391784 use your wap phone not pc
0,nah dub but je still buff
0,painful words i thought being happy was the most toughest thing on earth but the toughest is acting happy with all unspoken pain inside
0,yeah thats fine its 6 to get in is that ok
0,lol where do u come up with these ideas
0,so many people seems to be special at first sight but only very few will remain special to you till your last sight maintain them till life ends shjas
0,okay we wait ah
0,y lei
0,hi babe u r most likely to be in bed but im so sorry about tonight i really wanna see u tomorrow so call me at 9 love me xxx
0,already am squatting is the new way of walking
0,do you want bold 2 or bb torch
0,cramps stopped going back to sleep
1,todays vodafone numbers ending with 0089my last four digits are selected to received a 350 award if your number matches please call 09063442151 to claim your 350 award
1,free top ringtone sub to weekly ringtoneget 1st week freesend subpoly to 816183 per weekstop sms08718727870
0,nan sonathaya soladha why boss
0,bring tat cd don forget
0,i dont know but im raping dudes at poker
0,weightloss no more girl friends make loads of money on ebay or something and give thanks to god
0,was gr8 to see that message so when r u leaving congrats dear what school and wat r ur plans
0,eatin later but im eatin wif my frens now lei  going home first
0,finish already yar they keep saying i mushy i so embarrassed ok
0,sorry man my stash ran dry last night and i cant pick up more until sunday
0,hai priya are you right what doctor said pa where are you
1,free msg sorry a service you ordered from 81303 could not be delivered as you do not have sufficient credit please top up to receive the service
0,please ask mummy to call father
0,can come my room but cannot come my house cos my house still messy haha
0,i have lost 10 kilos as of today
0,just taste fish curry p
0,what can i do might accidant tookplace between somewhere ghodbandar rd traffic moves slovely so plz slip amp dont worry
0,yun ahnow  wkg wherebtw if  go nus sc  wana specialise in wad
0,yes i am a one woman man please tell me your likes and dislikes in bed
0,was doing my test earlier i appreciate you will call you tomorrow
0,hows my loverboy doing  what does he do that keeps him from coming to his queen hmmm  doesnt he ache to speak to me  miss me desparately
0,u meet other fren dun wan meet me ah muz b a guy rite
0,no promises on when though havent even gotten dinner yet
0,i got your back do you have any dislikes in bed
0,o turns out i had stereo love on mi phone under the unknown album
1,hard live 121 chat just 60pmin choose your girl and connect live call 09094646899 now cheap chat uks biggest live service vu bcm1896wc1n3xx
0,yeah i dont see why not
0,asking do u knw them or nt may be ur frnds or classmates
0,sorry about earlier putting out firesare you around to talk after 9 or do you actually have a life lol
1,wow the boys r back take that 2007 uk tour win vip tickets  prebook with vip club txt club to 81303 trackmarque ltd infovipclub4u
0,as in missionary hook up doggy hook up standing
0,then u better go sleep dun disturb u liao u wake up then msg me lor
0,am watching house  very entertaining  am getting the whole hugh laurie thing  even with the stick  indeed especially with the stick
0,thought praps you meant another one goodo ill look tomorrow
0,hi jon pete here ive bin 2 spain recently  hav sum dinero left bill said u or ur rents mayb interested in it i hav 12000pes so around 48 tb james
0,there bold 2  ltgt  is that yours
0,you know there is i shall speak to you in  ltgt  minutes then
0,alrite hunnywot u up 2 2nite didnt end up goin down town jus da pub instead jus chillin at da mo in me bedroomlove jen xxx
0,i went to project centre
0,as per your request maangalyam alaipayuthe has been set as your callertune for all callers press 9 to copy your friends callertune
0,lol yeah at this point i guess not
0,doing project w frens lor
0,lol well quality aint bad at all so i aint complaining
0,k can that happen tonight
1,hi this is mandy sullivan calling from hotmix fmyou are chosen to receive 500000 in our easter prize drawplease telephone 09041940223 to claim before 290305 or your prize will be transferred to someone else
0,i think were going to finns now come
0,why tired what special there you had
0,i will come tomorrow di
0,k go and sleep well take rest
0,u guys never invite me anywhere
1,ur going 2 bahamas callfreefone 08081560665 and speak to a live operator to claim either bahamas cruise of2000 cash 18only to opt out txt x to 07786200117
0,i can do that i want to please you both inside and outside the bedroom
0,ey calm downon theacusations itxt u cos iwana know wotu r doin at thewend haventcn u in agesring me if ur up4 nething satlove j xxx
0,i love to wine and dine my lady
1,someone has conacted our dating service and entered your phone because they fancy youto find out who it is call from landline 09111030116 pobox12n146tf15
0,im cool ta luv but vtired 2 cause i have been doin loads of planning all wk we have got our social services inspection at the nursery take care  spk sn x
0,i don know account detailsi will ask my mom and send youmy mom is out of reach now
0,i think u have the wrong number
0,feel yourself that you are always happy slowly it becomes your habit amp finally it becomes part of your life follow it happy morning amp have a happy day
0,do not b late love mum
0,got itmail panren paru
0,was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
0,give one miss from that number please
0,jus came back fr lunch wif my sis only u leh
0,how is your schedule next week i am out of town this weekend
0,really gooddhanush rocks once again
0,lmao ok i wont be needing u to do my hair anymore
0,miss ya need ya want ya love ya
0,sorry im not free
0,do u ever get a song stuck in your head for no reason and it wont go away til u listen to it like 5 times
0,nt yet chikkusimple habbahw abt u
0,got ur mail dileepthank you so muchand look forward to lots of supportvery less contacts hereremember one venugopal you mentionedtomorrow if not latei shall try to come up till theregoodnight dear
0,sometimes heart remembrs someone very much forgets someone soon bcoz heart will not like everyone but liked ones will be remembered everytime bslvyl
0,joys father is john then john is the name of joys father mandan
1,hi 07734396839 ibh customer loyalty offer the new nokia6600 mobile from only 10 at txtauctiontxt wordstart to no81151  get yours now4t
0,hi this is yijue its regarding the 3230 textbook its intro to algorithms second edition im selling it for 50
1,sms auction you have won a nokia 7250i this is what you get when you win our free auction to take part send nokia to 86021 now hgsuite3422lands roww1jhl 16
0,k want us to come by now
0,how its a little difficult but its a simple way to enter this place
0,ha both of us doing e same thing but i got tv 2 watch u can thk of where 2 go tonight or u already haf smth in mind
0,dont show yourself how far put new pictures up on facebook
0,watching tv now i got new job
0,good afternoon sexy buns how goes the job search  i wake and you are my first thought as always my love i wish your fine and happy and know i adore you
0,im not coming over do whatever you want
0,its ok chikku and its my 1 of favourite song
0,did u see what i posted on your facebook
1,call freephone 0800 542 0578 now
1,buy space invaders 4 a chance 2 win orig arcade game console press 0 for games arcade std wap charge see o2coukgames 4 terms  settings no purchase
1,big brother alert the computer has selected u for 10k cash or 150 voucher call 09064018838 ntt po box cro1327 18 bt landline cost 150ppm mobiles vary
0,oh well c u later
0,my uncles in atlanta wish you guys a great semester
0,no dear i do have free messages without any recharge hi hi hi
0,i dun believe u i thk u told him
0,do you know why god created gap between your fingers so that one who is made for you comes amp fills those gaps by holding your hand with love
0,yessura in sun tvlol
0,arun can u transfr me d amt
0,takin a shower now but yeah ill leave when im done
0,am not working but am up to eyes in philosophy so will text u later when a bit more free for chat
0,u havent lost me ill always b here 4ui didnt intend 2 hurt u but i never knew how u felt about me when iwasmarinethats what itried2tell urmomi careabout u
1,win we have a winner mr t foley won an ipod more exciting prizes soon so keep an eye on ur mobile or visit wwwwin82050couk
0,you bad girl i can still remember them
0,how much i gave to you morning
0,i hope your alright babe i worry that you might have felt a bit desparate when you learned the job was a fake  i am here waiting when you come back my love
0,hey can you tell me blakes address carlos wanted me to meet him there but i got lost and hes not answering his phone
0,can i get your opinion on something first
0,that one week leave i put know that time why
0,if we hit it off you can move in with me
0,excellent i spent  ltgt  years in the air force iraq and afghanistan i am stable and honest do you like traveling
0,i wanna watch that movie
0,ok lor thanx  in school
0,im in class did you get my text
0,the bus leaves at  ltgt
0,god blessget good sleep my deari will pray
1,todays voda numbers ending 1225 are selected to receive a 50award if you have a match please call 08712300220 quoting claim code 3100 standard rates app
0,do have a nice day today i love you so dearly
0,aiyo a bit pai seh  noe scared he dun rem who i am then die hee but he become better lookin oredi leh
0,aight ill ask a few of my roommates
0,now whats your house  again  and do you have any beer there
0,do  all wan 2 meet up n combine all the parts hows da rest of da project going
0,getting tickets 4 walsall tue 6 th march my mate is getting me them on sat ill pay my treat want 2 go txt bak terry
0,yes we are chatting too
0,hi its jess i dont know if you are at work but call me when u can im at home all eve xxx
0,sian aft meeting supervisor got work 2 do liao u working now
0,are you going to write ccna exam this week
0,well i will watch shrek in 3db
0,am i that much dirty fellow
0,dunno dats wat he told me ok lor
0,ill probably be by tomorrow or even later tonight if somethings going on
0,i couldnt say no as he is a dying man and i feel sad for him so i will go and i just wanted you to know i would probably be gone late into your night
0,if youre thinking of lifting me one then no
0,same as u dun wan y u dun like me already ah wat u doing now still eating
0,sent me ur email id soon
0,dude whats up how teresa hope you have been okay when i didnt hear from these people i called them and they had received the package since dec  ltgt  just thot yould like to know do have a fantastic year and all the best with your reading plus if you can really really bam first aid for usmle then your work is done
0,hey gorgeous man my work mobile number is have a good one babe squishy mwahs
1,hottest pics straight to your phone see me getting wet and wanting just for you xx text pics to 89555 now txt costs 150p textoperator g696ga 18 xxx
0,thats the way you should stay oh
0,hello thanx for taking that call i got a job starts on monday
0,what time is ur flight tmr
0,when should i come over
0,i have a rather prominent bite mark on my right cheek
0,will be september by then
0,are you wet right now
0,and hows your husband
1,hack chat get backdoor entry into 121 chat rooms at a fraction of the cost reply neo69 or call 09050280520 to subscribe 25p pm dps bcm box 8027 ldn wc1n3xx
0,are we doing the norm tomorrow i finish just a 415 cos of st tests need to sort library stuff out at some point tomo  got letter from today  access til end march so i better get move on
0,yeah i got a list with only u and joanna if im feeling really anti social
0,i am in your office na
0,are you comingdown later
0,super dagood replacement for murali
0,da is good good playerwhy he is unsold
0,hi  do u want  to join me with sts later  meeting them at five  call u after class
0,its on in engalnd but telly has decided it wont let me watch it and mia and elliot were kissing damn it
1,free nokia or motorola with upto 12mths 12price linerental 500 free xnet mins100txtmth free btooth call mobileupd8 on 08001950382 or call 2optoutd3wv
0,i dont want to hear philosophy just say what happen
0,you got job in wiproyou will get every thing in life in 2 or 3 years
0,then cant get da laptop my matric card wif  lei
0,dunno da next show aft 6 is 850 toa payoh got 650
1,this is the 2nd time we have tried 2 contact u u have won the 750 pound prize 2 claim is easy call 08718726970 now only 10p per min btnationalrate
0,i just made some payments so dont have that much sorry would you want it fedex or the other way
0,they didt play one day last year know even though they have very good team like india
0,kyou are the only girl waiting in reception ah
0,say this slowly godi love you amp i need youclean my heart with your bloodsend this to ten special people amp u c miracle tomorrow do itplspls do it
0,i hate when she does this she turns what should be a fun shopping trip into an annoying day of how everything would look in her house
0,sir i am waiting for your call
0,whats up do you want me to come online
0,it could work well reach a consensus at the next meeting
0,aiyah then i wait lor then u entertain me hee
0,the last thing i ever wanted to do was hurt you and i didnt think it would have youd laugh be embarassed delete the tag and keep going but as far as i knew it wasnt even up the fact that you even felt like i would do it to hurt you shows you really dont know me at all it was messy wednesday but it wasnt bad the problem i have with it is you have the time to clean it but you choose not to you skype you take pictures you sleep you want to go out i dont mind a few things here and there but when you dont make the bed when you throw laundry on top of it when i cant have a friend in the house because im embarassed that theres underwear and bras strewn on the bed pillows on the floor thats something else you used to be good about at least making the bed
0,ill let you know when it kicks in
0,you call him now ok i said call him
0,call to the number which is available in appointment and ask to connect the call to waheed fathima
0,or  go buy wif him then i meet  later can
0,mmmm  fuck  not fair  you know my weaknesses  grins pushes you to your knees exposes my belly and pulls your head to it dont forget  i know yours too wicked smile
0,today my system sh get readyall is well and i am also in the deep well
0,mom wants to know where you at
0,aight ill text you when im back
0,dont know supports ass and srt i thnk i think ps3 can play through usb too
0,oh ok i didnt know what you meant yep i am baby jontin
1,you have won a guaranteed 1000 cash or a 2000 prizeto claim yr prize call our customer service representative on
1,would you like to see my xxx pics they are so hot they were nearly banned in the uk
0,this pen thing is beyond a joke wont a biro do dont do a masters as cant do this ever again
0,i am at a party with alex nichols
1,u have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09058094594
0,just seeing your missed call my dear brother do have a gr8 day
0,ok  finishing soon
0,sorry i cant help you on this
0,come to me slave your doing it again  going into your shell and unconsciously avoiding me  you are making me unhappy
0,i love your ass do you enjoy doggy style
0,i think asking for a gym is the excuse for lazy people i jog
1,dear 0776xxxxxxx uve been invited to xchat this is our final attempt to contact u txt chat to 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs
1,urgent please call 09061743811 from landline your abta complimentary 4 tenerife holiday or 5000 cash await collection sae tcs box 326 cw25wx 150ppm
0,no on the way home so if not for the long dry spell the season would have been over
0,i gotta collect da car at 6 lei
0,ok but knackered just came home and went to sleep not good at this full time work lark
0,probably earlier than that if the stations where i think it is
1,call 09090900040  listen to extreme dirty live chat going on in the office right now total privacy no one knows your sic listening 60p min 247mp 0870753331018
1,freemsg hey u i just got 1 of these videopic fones reply wild to this txt  ill send u my pics hurry up im so bored at work xxx 18 150prcvd stop2stop
0,uh heads up we dont have that much left
0,i tot u outside cos darren say u come shopping of course we nice wat we jus went sim lim look at mp3 player
0,aight sounds good when do you want me to come down
0,wat would u like 4 ur birthday
0,i love working from home
0,and miss vday the parachute and double coins u must not know me very well
0,my sister got placed in birla soft da
1,free entry in 2 a weekly comp for a chance to win an ipod txt pod to 80182 to get entry std txt rate tcs apply 08452810073 for details 18
0,wah okie okie muz make use of e unlimited haha
0,therere some people by mu im at the table by lambda
0,and stop being an old man you get to build snowman snow angels and snowball fights
0,ello babe u ok
0,hello beautiful r u ok ive kinda ad a row wiv and he walked out the pub i wanted a night wiv u miss u
0,then u going ikea str aft dat
0,becoz its  ltgt  jan whn al the post ofice is in holiday so she cn go fr the post oficegot it duffer
0,lol grr my mom is taking forever with my prescription pharmacy is like 2 minutes away ugh
0,for real tho this sucks i cant even cook my whole electricity is out and im hungry
0,you want to go
1,new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddycom txt one name to 89693 08715500022 rpl stop 2 cnl
0,its not that time of the month nor mid of the time
0,fffff can you text kadeem or are you too far gone
0,we not leaving yet ok lor then we go elsewhere n eat u thk
0,is fujitsu s series lifebook good
0,yar i wanted 2 scold u yest but late already i where got zhong se qing you if u ask me b4 he ask me then ill go out w u all lor n u still can act so real
0,dont know you bring some food
0,no current and food here i am alone also
0,ill be in sch fr 46 i dun haf da book in sch its at home
0,hello they are going to the village pub at 8 so either come here or there accordingly ok
0,we don call like  ltgt  times oh no give us hypertension oh
0,dont give a monkeys wot they think and i certainly dont mind any friend of mineall that just dont sleep wiv  that wud be annoyin
0,omg it could snow here tonite
1,call from 08702490080  tells u 2 call 09066358152 to claim 5000 prize u have 2 enter all ur mobile  personal details  the prompts careful
1,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or 250 cash every wk txt vpod to 81303 tscs wwwtextpodnet custcare 08712405020
0,carry on not disturbing both of you
0,what pa tell me i went to bath
0,jus finished avatar nigro
0,r u over scratching it
0,hope you are having a great day
0,did either of you have any ideas do you know of anyplaces doing something
0,my planning usually stops at find hella weed smoke hella weed
0,the fact that youre cleaning shows you know why im upset your priority is constantly what i want to do not what i need to do
0,excellent are you ready to moan and scream in ecstasy
1,more people are dogging in your area now call 09090204448 and join like minded guys why not arrange 1 yourself theres 1 this evening a150 minapn ls278bb
0,dude avatar 3d was imp at one point i thought there were actually flies in the room and almost tried hittng one as a reflex
1,well done your 4 costa del sol holiday or 5000 await collection call 09050090044 now toclaim sae tcs pobox334 stockport sk38xh cost150pm max10mins
0,kkwhy cant you come here and search job
0,i got lousy sleep i kept waking up every 2 hours to see if my cat wanted to come in i worry about him when its cold
0,yeah ill leave in a couple minutes amp let you know when i get to mu
0,can  call me at 1010 to make sure dat ive woken up
0,hey we can go jazz power yoga hip hop kb and yogasana
0,the battery is for mr adewale my uncle aka egbon
0,wait 2 minstand at bus stop
0,oh ic i thought you meant mary jane
0,haha really oh no how then will they deduct your lesson tmr
0,nah im goin 2 the wrks with j wot bout u
0,then just eat a shit and wait for ur monkey face bitch u asshole
0,good night am going to sleep
0,aight ill grab something to eat too text me when youre back at mu
0,take something for pain if it moves however to any side in the next 6hrs see a doctor
0,lol  oh no babe i wont be sliding into your place after midnight but thanks for the invite
0,howz that persons story
1,guess what somebody you know secretly fancies you wanna find out who it is give us a call on 09065394973 from landline datebox1282essexcm61xn 150pmin 18
0,lol that would be awesome payback
1,it to 80488 your 500 free text messages are valid until 31 december 2005
0,honeybee said im d sweetest in d world god laughed amp said waitu havnt met d person reading this msg moral even god can crack jokes gmgngegn
0,thanks it was only from tescos but quite nice all gone now speak soon
0,whats a feathery bowa is that something guys have that i dont know about
0,even i cant close my eyes you are in me our vava playing umma d
0,2 laptop i noe infra but too slow lar i wan fast one
1,you have won a guaranteed 200 award or even 1000 cashto claim ur award call free on 08000407165 18 2 stop getstop on 88222 php
0,nvm its ok
0,enjoy ur life  good night
0,yes but can we meet in town cos will go to gep and then home you could text at bus stop and dont worry well have finished by march  ish
0,thats cool where should i cum on you or in you
0,delhi and chennai still silent
0,lol alright i was thinkin that too haha
1,reply to win 100 weekly where will the 2006 fifa world cup be held send stop to 87239 to end service
0,no im in the same boat still here at my moms check me out on yo im half naked
0,shhhhh nobody is supposed to know
0,sorry ill call later in meeting any thing related to trade please call arul ltgt
0,hey i will be late im at amk need to drink tea or coffee
1,urgent please call 09061743810 from landline your abta complimentary 4 tenerife holiday or 5000 cash await collection sae tcs box 326 cw25wx 150 ppm
0,the length is e same but e top shorter n i got a fringe now i thk im not going liao too lazy dun wan 2 distract u also
0,santha num corrct dane
0,the baskets gettin full so i might be by tonight
0,hi darlin ive just got back and i had a really nice night and thanks so much for the lift see u tomorrow xxx
0,no other valentines huh the proof is on your fb page ugh im so glad i really didnt watch your rupaul show you tool
1,free tones hope you enjoyed your new content text stop to 61610 to unsubscribe help08712400602450p provided by tones2youcouk
0,eh den sat u book e kb liao huh
0,have you been practising your curtsey
0,lol boo i was hoping for a laugh
0,yeh i am def up4 something satjust got payed2day  i havbeen given a50 pay rise 4my work  havebeen made preschoolcoordinator 2i am feelingood luv
0,well i have to leave for my class babe  you never came back to me    hope you have a nice sleep my love
0,lmao wheres your fish memory when i need it
0,but ill b going 2 sch on mon my sis need 2 take smth
0,idea will soon get converted to live
1,themobyo yo yohere comes a new selection of hot downloads for our members to get for free just click  open the next link sent to ur fone
0,ssindia going to draw the series after many years in south african soil
0,cant take any major roles in community outreach you rock mel
0,shopping lor them raining mah hard 2 leave orchard
0,hi here have birth at on the  to  at 8lb 7oz mother and baby doing brilliantly
0,see the forwarding message for proof
0,i cant keep going through this it was never my intention to run you out but if you choose to do that rather than keep the room clean so i dont have to say no to visitors then maybe thats the best choice yes i wanted you to be embarassed so maybe youd feel for once how i feel when i have a friend who wants to drop buy and i have to say no as happened this morning ive tried everything i dont know what else to do
0,dunno lei i thk mum lazy to go out i neva ask her yet
0,do whatever you want you know what the rules are we had a talk earlier this week about what had to start happening you showing responsibility yet every week its can i bend the rule this way what about that way do whatever im tired of having thia same argument with you every week and a  ltgt  movie doesnt inlude the previews youre still getting in after 1
0,beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it goodmorning
1,great news call freefone 08006344447 to claim your guaranteed 1000 cash or 2000 gift speak to a live operator now
0,ambrithmaduraimet u in arun dha marrgeremembr
0,just re read it and i have no shame but tell me how he takes it and if he runs i will blame u 4 ever not really 4 ever just a long time
0,princess is your kitty shaved or natural
0,better than bb if he wont use it his wife will or them doctor
0,ya it came a while ago
0,from tomorrow onwards eve 6 to 3 work
0,anything lor but toa payoh got place 2 walk meh
0,i dont have anybodys number i still havent thought up a tactful way to ask alex
1,u can win 100 of music gift vouchers every week starting now txt the word draw to 87066 tscs wwwldewcom skillgame1winaweek age16150ppermesssubscription
0,is there any movie theatre i can go to and watch unlimited movies and just pay once
0,u having lunch alone i now so bored
0,yes obviously but you are the eggspert and the potato head speak soon
0,nah man my car is meant to be crammed full of people
0,no got new job at bar in airport on satsgettin 447per hour but means no lie in keep in touch
0,kallis is ready for bat in 2nd innings
0,thanx but my birthday is over already
0,ugh y cant u just apologize admit u were wrong and ask me to take u back
0,i noe la u wana pei bf oso rite k lor other days den
0,yes im small kid and boost is the secret of my energy
0,im gonna miss u so much
0,is avatar supposed to have subtoitles
0,simply sitting and watching match in office
0,you can jot down things you want to remember later
0,oh sorry please its over
0,hey are we going for the lo lesson or gym
0,dont pack what you can buy at any storelike cereals if you must pack food pack gari or something 9ja that you will miss
0,you always make things bigger than they are
0,dun wan to watch infernal affair
0,me not waking up until 4 in the afternoon sup
0,i can send you a pic if you like
0,okay i booked all already including the one at bugis
0,aight fuck it ill get it later
0,no de but call me after some time ill tell you k
0,so dont use hook up any how
0,how much is blackberry bold2 in nigeria
0,hi where you you in home or calicut
0,hey darlin i can pick u up at college if u tell me wen  where 2 mt love pete xx
1,call 09094100151 to use ur mins calls cast 10pmin mob vary service provided by aom just gbp5month aom box61m60 1er until u stop ages 18 only
0,oh i was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb okie lor u call me when ready
0,y so late but i need to go n get da laptop
0,sir i am waiting for your mail
0,please charge my mobile when you get up in morning
0,nothing i got msg frm tht unknown no
0,ugh fuck it im resubbing to eve
0,he didnt see his shadow we get an early spring yay
0,i did one slice and one breadstick lol
0,hey  i want you  i crave you  i miss you  i need you  i love you ahmad saeed al hallaq
0,is there any training tomorrow
1,urgent your mobile no  won a 2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call 09066362220 asap box97n7qp 150ppm
0,pass dis to all ur contacts n see wat u get redim in luv wid u blueu put a smile on my face purpleu r realy hot pinku r so swt orangei thnk i lyk u greeni realy wana go out wid u yelowi wnt u bck blackim jealous of u browni miss you nw plz giv me one color
0,cos daddy arranging time c wat time fetch  mah
0,then you are eldest know
0,whos there say hi to our drugdealer
0,its hard to believe things like this all can say lie but think twice before saying anything to me
1,sexy singles are waiting for you text your age followed by your gender as wither m or f eg23f for gay men text your age followed by a g eg23g
0,good night my dear sleepwellamptake care
0,that is wondarfull song
1,freemsg claim ur 250 sms messagestext ok to 84025 nowuse web2mobile 2 ur mates etc join txt250com for 150pwk tc box139 la32wu 16  remove txtx or stop
0,yar lor actually we quite fast cos da ge slow wat haha
0,must come later i normally bathe him in da afternoon mah
0,trust me even if isnt there its there
0,hey hunonbus goin 2 meet him he wants 2go out 4a meal but i donyt feel like it cuz have 2 get last bus homebut hes sweet latelyxxx
1,85233 freeringtonereply real
0,i can take you at like noon
0,where is it is there any opening for mca
0,im aight wats happening on your side
0,im done oredi
0,you are sweet as well princess please tell me your likes and dislikes in bed
0,how are you wish you a great semester
0,moji i love you more than words have a rich day
0,dude how do you like the buff wind
0,alright babe justthought id sayhey how u doinnearly the endof me wk offdam nevamindwe will have 2hook up sn if uwant m8 lovejen x
1,well done england get the official poly ringtone or colour flag on yer mobile text tone or flag to 84199 now optout txt eng stop box39822 w111wx 150
