google_index,ratio_digits_url,domain_in_title,phish_hints,ip,nb_qm,length_url,nb_slash,length_hostname,nb_eq,ratio_digits_host,shortest_word_host,prefix_suffix,longest_word_path,tld_in_subdomain,status
0,0.0,1,0,0,0,76,6,24,0,0.0,3,0,10,0,0
0,0.0,1,0,0,0,39,3,22,0,0.0,3,0,5,0,0
1,0.127272727,0,0,1,1,110,6,15,2,0.0,3,0,20,0,1
0,0.0,0,0,0,0,54,4,16,0,0.0,2,0,10,0,0
0,0.0,1,0,0,0,31,3,23,0,0.0,8,0,0,0,0
1,0.012048193,1,3,0,1,83,7,20,1,0.0,14,1,14,0,1
1,0.125,1,0,0,0,24,3,5,0,0.0,2,0,11,0,1
1,0.367272727,1,5,1,1,275,9,20,3,0.0,14,1,64,0,1
1,0.264367816,1,0,1,1,87,6,13,1,0.0,9,0,32,0,1
1,0.0,1,3,0,0,61,7,16,0,0.0,12,1,7,0,1
1,0.325153374,1,3,1,1,163,8,15,3,0.0,9,0,40,0,1
1,0.0,1,0,0,0,49,5,16,0,0.0,2,1,8,0,0
0,0.0,1,0,0,0,43,3,34,0,0.0,3,0,0,0,0
0,0.0,0,0,0,0,37,3,20,0,0.0,3,0,4,0,0
0,0.06779661,1,1,0,0,59,4,20,0,0.0,3,0,14,0,0
0,0.0,1,0,0,0,40,3,22,0,0.0,3,0,10,0,0
1,0.139534884,1,0,0,0,43,5,14,0,0.0,2,0,6,0,0
1,0.028985507,0,1,0,1,138,5,7,2,0.0,4,0,15,0,1
1,0.188679245,1,0,1,0,53,6,12,0,0.75,1,0,8,1,1
0,0.0,1,0,0,0,23,2,16,0,0.0,9,0,0,0,0
1,0.068965517,1,0,0,0,29,3,21,0,0.095238095,7,0,0,0,1
1,0.128571429,0,0,0,0,70,6,16,0,0.0,5,0,32,0,1
0,0.0,1,0,0,0,34,2,27,0,0.0,2,0,0,0,0
1,0.0,1,1,0,0,34,3,26,0,0.0,10,0,0,0,1
0,0.088888889,1,0,1,0,90,5,17,0,0.0,13,0,9,0,0
1,0.370967742,1,0,1,0,62,5,10,0,0.0,6,0,32,0,1
1,0.033333333,1,0,0,0,30,2,23,0,0.043478261,8,0,0,0,1
0,0.0,1,0,0,0,33,3,25,0,0.0,21,0,0,0,0
1,0.0,1,4,0,1,106,9,17,1,0.0,14,1,13,0,1
0,0.0,1,0,0,0,16,3,7,0,0.0,4,0,0,0,1
0,0.0,1,0,0,0,42,4,19,0,0.0,3,0,8,0,0
0,0.105263158,1,2,0,1,57,3,18,1,0.166666667,3,0,12,0,0
0,0.0,1,0,0,0,38,4,16,0,0.0,12,0,5,0,1
1,0.253333333,1,0,1,0,75,4,27,0,0.0,8,0,32,0,1
1,0.0,0,0,0,0,45,7,12,0,0.0,8,1,6,0,1
1,0.036363636,1,2,0,1,110,8,23,1,0.0,3,1,9,0,1
0,0.0,1,0,0,0,47,5,18,0,0.0,15,0,11,0,0
1,0.171717172,0,0,1,0,99,6,14,0,0.0,3,0,17,0,0
0,0.0,0,0,0,0,36,4,16,0,0.0,2,0,6,0,0
1,0.022222222,1,0,0,0,45,4,32,0,0.0,4,1,4,0,1
1,0.0,1,0,0,0,67,5,38,0,0.0,3,0,7,0,1
1,0.0,0,0,0,0,32,3,16,0,0.0,3,0,4,0,1
1,0.0,1,0,0,0,32,3,24,0,0.0,2,0,0,0,1
0,0.0,1,0,0,0,29,3,20,0,0.0,3,0,0,0,0
0,0.087912088,0,1,1,0,91,4,17,0,0.0,3,1,16,0,0
0,0.0,1,0,0,0,34,3,25,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,34,3,14,0,0.0,3,0,7,0,0
1,0.023809524,1,1,0,0,42,3,34,0,0.029411765,11,0,0,0,1
0,0.0,0,0,0,0,22,3,13,0,0.0,3,0,0,0,0
1,0.0,1,1,0,0,37,4,15,0,0.0,8,0,5,0,0
0,0.076923077,1,0,0,0,13,2,6,0,0.166666667,3,0,0,0,0
1,0.075949367,1,0,0,1,79,7,19,1,0.263157895,2,1,11,0,1
0,0.0,1,0,0,0,55,3,25,0,0.0,3,0,6,0,0
1,0.0,1,0,0,0,36,3,28,0,0.0,2,1,0,1,1
1,0.0,1,2,0,0,94,6,43,0,0.0,39,1,13,0,1
0,0.325203252,1,0,1,1,123,3,17,5,0.0,4,0,16,0,1
0,0.0,0,0,0,0,26,3,17,0,0.0,3,0,0,0,0
0,0.0,0,0,0,0,48,4,16,0,0.0,2,0,10,0,0
1,0.274336283,1,0,1,0,113,6,32,0,0.4375,9,1,20,0,1
0,0.0,0,0,0,0,24,3,15,0,0.0,3,0,0,0,0
0,0.090909091,0,0,0,0,22,3,13,0,0.153846154,3,0,0,0,0
0,0.097222222,0,0,1,0,72,5,16,0,0.0,3,1,9,0,0
0,0.0,1,0,0,0,26,3,18,0,0.0,3,1,0,0,0
1,0.0,1,0,0,0,52,6,25,0,0.0,18,0,6,0,1
1,0.0,1,0,0,0,26,3,14,0,0.0,2,0,4,0,1
1,0.242857143,1,0,1,0,70,4,49,0,0.346938776,1,0,5,0,1
1,0.152173913,1,2,0,0,46,5,11,0,0.272727273,5,1,7,0,1
0,0.0,0,0,0,0,49,4,16,0,0.0,2,0,6,0,0
1,0.091954023,1,0,0,1,87,4,17,1,0.0,3,0,40,0,1
1,0.095238095,1,0,0,0,63,4,27,0,0.0,2,0,8,1,0
0,0.0,1,0,0,0,44,4,18,0,0.0,3,0,8,0,0
1,0.106666667,1,2,0,0,75,7,11,0,0.090909091,7,1,7,0,0
1,0.166666667,1,0,0,0,60,4,24,0,0.0,4,1,13,0,1
0,0.0,1,0,0,0,21,3,12,0,0.0,3,0,0,0,0
1,0.0,1,1,0,0,72,5,28,0,0.0,6,0,15,0,1
0,0.0,1,0,0,0,22,2,15,0,0.0,3,0,0,0,0
0,0.06779661,1,0,0,0,59,5,23,0,0.0,3,0,8,0,0
1,0.129032258,1,2,1,1,93,5,20,1,0.0,14,1,17,0,1
0,0.0,1,0,0,0,21,2,14,0,0.0,11,0,0,0,0
0,0.0,1,0,0,0,42,3,28,0,0.0,25,0,6,0,1
1,0.145833333,1,0,0,0,96,5,24,0,0.0,9,1,12,0,0
0,0.0,1,0,0,0,31,2,24,0,0.0,3,0,0,0,0
1,0.0,1,0,0,0,18,2,11,0,0.0,3,0,0,0,1
0,0.129032258,1,0,0,0,31,4,12,0,0.0,3,0,7,0,0
0,0.0,1,0,0,0,24,3,16,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,32,3,23,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,38,3,29,0,0.0,9,0,0,0,0
1,0.105263158,1,0,0,0,38,3,30,0,0.133333333,2,1,0,0,1
1,0.0,1,1,0,0,64,5,36,0,0.0,33,0,7,0,1
1,0.0,1,0,0,0,61,3,18,0,0.0,3,1,12,0,0
0,0.0,1,0,0,0,28,3,19,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,41,3,14,0,0.0,3,0,11,0,0
1,0.0,1,0,0,0,43,3,21,0,0.0,3,0,14,0,1
0,0.0,1,0,0,0,26,3,18,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,28,3,19,0,0.0,3,0,0,0,0
1,0.0,1,0,0,0,22,2,15,0,0.0,2,0,0,0,1
1,0.012987013,1,3,0,0,77,7,21,0,0.047619048,8,1,10,0,1
1,0.208333333,1,0,1,0,144,10,24,1,0.0,20,0,12,0,1
1,0.0,1,0,0,1,43,4,27,0,0.0,2,1,5,0,1
1,0.150943396,1,0,1,0,106,5,18,0,0.0,3,0,32,0,1
1,0.0,1,0,0,0,54,4,17,0,0.0,3,0,9,0,0
0,0.0,1,1,0,0,52,5,17,0,0.0,5,0,9,0,0
0,0.0,1,0,0,0,39,3,30,0,0.0,9,0,0,0,0
0,0.0,1,0,0,0,23,2,16,0,0.0,1,0,0,0,0
0,0.0,1,0,0,0,29,2,21,0,0.0,3,0,0,0,0
1,0.0,0,0,0,0,61,4,15,0,0.0,3,0,10,0,0
1,0.0,0,0,0,0,38,4,14,0,0.0,3,0,8,0,0
1,0.0,1,0,0,0,41,5,16,0,0.0,3,0,9,0,1
0,0.0,1,0,0,0,51,5,17,0,0.0,3,0,10,0,0
0,0.0,0,0,0,0,29,3,20,0,0.0,3,0,0,0,0
1,0.216981132,1,3,1,0,106,9,19,0,0.0,3,1,32,0,1
1,0.0,0,0,0,0,57,4,16,0,0.0,2,0,8,0,0
1,0.068965517,1,0,0,1,116,5,26,1,0.0,10,0,32,0,1
1,0.09375,1,0,0,0,32,3,23,0,0.130434783,8,0,0,0,1
0,0.0,1,0,0,0,23,3,15,0,0.0,2,1,0,0,0
0,0.243902439,1,0,1,0,41,6,15,0,0.0,3,1,9,0,0
1,0.0845070419999999,1,0,0,0,71,5,35,0,0.0,6,1,8,0,1
1,0.075949367,1,1,0,1,79,8,11,1,0.0,5,0,11,0,1
0,0.0,1,0,0,0,29,3,20,0,0.0,7,0,0,0,0
0,0.033613445,1,1,0,0,119,6,16,0,0.0,3,1,9,0,0
1,0.408296943,1,0,1,1,458,9,23,1,0.0,7,0,288,0,1
1,0.043478261,1,0,0,0,46,4,21,0,0.095238095,3,0,6,0,1
1,0.048076923,1,2,0,0,104,10,16,0,0.0,2,1,10,0,1
1,0.0,1,2,0,0,58,5,32,0,0.0,3,1,8,0,1
1,0.0,0,0,0,0,83,7,19,0,0.0,3,0,13,0,1
1,0.272727273,1,0,1,0,77,5,23,0,0.0,19,0,32,0,1
0,0.043478261,1,0,0,0,69,5,28,0,0.0,3,0,8,0,0
0,0.0,0,0,0,0,16,2,9,0,0.0,5,0,0,0,0
0,0.076923077,1,0,0,0,78,4,22,0,0.1363636359999999,3,0,11,0,0
1,0.057692308,1,0,0,0,52,5,14,0,0.0,10,1,6,0,1
0,0.0,0,0,0,0,27,4,16,0,0.0,3,0,2,0,0
0,0.0,1,0,0,0,28,3,20,0,0.0,3,0,0,0,0
1,0.12,0,0,0,0,50,5,15,0,0.0,3,0,7,0,0
0,0.0821917809999999,0,0,0,0,73,5,16,0,0.0,3,0,11,0,0
0,0.057142857,1,0,0,0,35,5,9,0,0.0,5,0,7,0,0
1,0.0,1,0,0,0,37,4,19,0,0.0,12,0,8,0,1
0,0.06185567,1,0,0,0,97,6,25,0,0.0,3,0,7,0,0
1,0.0,1,0,0,0,25,4,14,0,0.0,3,0,2,0,1
1,0.139534884,1,0,0,0,43,5,14,0,0.0,2,0,6,0,0
1,0.0,1,1,0,0,49,3,28,0,0.0,24,0,13,0,1
0,0.0,0,0,0,0,27,3,18,0,0.0,3,0,0,0,0
1,0.207792208,1,0,1,0,77,5,23,0,0.0,19,0,32,0,1
1,0.08,1,0,0,0,75,5,39,0,0.0,3,1,8,0,1
1,0.0,1,0,0,0,32,4,17,0,0.0,13,0,3,0,1
0,0.0,0,0,0,0,49,4,14,0,0.0,2,0,7,0,0
0,0.0,1,0,0,0,45,6,12,0,0.0,8,0,8,0,0
1,0.216216216,1,1,1,1,148,11,16,3,0.0,3,1,43,0,1
1,0.0,1,3,0,0,64,8,17,0,0.0,3,1,8,0,1
0,0.0,0,0,0,0,28,2,20,0,0.0,3,0,0,0,0
1,0.132352941,1,0,1,0,68,4,42,0,0.0,3,0,15,1,1
1,0.0,1,3,0,0,76,7,32,0,0.0,3,1,10,0,1
1,0.153225806,1,0,1,1,124,5,46,3,0.0,3,0,17,1,1
1,0.03030303,1,0,0,0,33,2,25,0,0.04,5,0,0,0,1
1,0.038461538,1,0,0,0,52,4,20,0,0.0,3,0,8,0,0
1,0.0,1,0,0,1,54,3,36,0,0.0,3,0,8,0,1
0,0.0,0,0,0,1,59,3,19,1,0.0,3,0,23,0,0
1,0.247191011,0,0,1,0,89,3,81,0,0.271604938,1,1,0,1,1
1,0.081081081,1,0,0,0,74,4,39,0,0.0,3,1,8,0,1
1,0.0,1,0,0,0,27,4,16,0,0.0,2,1,2,0,1
1,0.25,1,0,1,1,56,4,16,0,0.0,3,1,14,0,1
0,0.0,1,0,0,0,36,3,28,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,39,3,25,0,0.0,3,0,6,0,0
0,0.2,1,0,0,0,40,2,33,0,0.242424242,4,0,0,0,0
1,0.0,1,0,0,0,30,5,13,0,0.0,9,0,5,0,1
1,0.0,0,0,0,0,32,5,13,0,0.0,9,0,5,0,1
1,0.111111111,0,0,0,0,27,3,14,0,0.0,11,0,0,0,0
0,0.0,0,0,0,0,25,3,17,0,0.0,3,0,0,0,0
1,0.204724409,1,0,1,1,127,4,50,3,0.0,3,1,17,1,1
1,0.148148148,1,0,1,0,81,5,54,0,0.0,3,1,15,1,1
1,0.02739726,1,0,0,0,73,3,33,0,0.0,10,0,5,0,1
1,0.105263158,0,0,1,0,57,5,21,0,0.0,7,1,8,0,0
1,0.159292035,1,0,1,1,113,4,24,2,0.0,6,0,17,0,1
0,0.0,0,0,0,0,49,4,16,0,0.0,2,0,11,0,0
1,0.074074074,1,0,0,0,27,4,15,0,0.066666667,2,0,3,0,1
0,0.058823529,1,0,0,0,68,6,22,0,0.0,3,0,9,0,0
0,0.0,1,0,0,0,31,3,23,0,0.0,8,0,0,0,0
1,0.052631579,1,1,0,0,57,3,40,0,0.075,1,0,4,0,1
1,0.170542636,1,0,1,1,129,5,54,3,0.0,3,1,17,1,1
1,0.417910448,1,2,1,1,201,4,22,3,0.0,18,0,64,0,1
1,0.054545455,1,0,0,0,110,5,34,0,0.0,5,0,10,0,0
0,0.114754098,0,0,1,0,61,3,12,0,0.0,3,0,11,0,0
1,0.0,1,0,0,0,35,3,27,0,0.0,3,0,0,0,1
1,0.150793651,1,0,1,1,126,4,50,3,0.0,3,1,17,1,1
1,0.165354331,1,0,1,1,127,5,50,3,0.0,3,1,17,1,1
1,0.107142857,1,0,0,0,56,5,20,0,0.0,8,0,8,0,0
0,0.0,1,0,0,0,30,3,21,0,0.0,3,0,0,0,0
0,0.090909091,0,0,1,0,88,6,14,0,0.0,3,0,11,0,0
1,0.181818182,0,0,1,0,44,5,17,0,0.0,3,1,8,0,0
0,0.0,1,0,0,0,37,3,28,0,0.0,3,0,0,0,0
0,0.288461538,0,0,1,0,52,6,25,0,0.08,2,0,9,0,1
0,0.0,1,0,0,0,67,4,36,0,0.0,6,1,9,0,0
1,0.1578947369999999,1,0,0,0,19,3,11,0,0.272727273,1,0,0,0,1
1,0.404255319,1,0,1,0,47,5,10,0,0.0,3,1,10,0,1
1,0.06557377,1,3,0,0,61,7,19,0,0.0,3,1,8,0,1
0,0.0,1,0,0,0,32,3,23,0,0.0,3,0,0,0,0
0,0.0,0,0,0,0,22,3,13,0,0.0,3,0,0,0,0
1,0.126984127,1,0,1,1,126,5,50,3,0.0,3,1,17,1,1
1,0.016949153,1,1,0,1,59,5,19,1,0.0,12,0,7,0,1
0,0.0,0,0,0,0,22,3,13,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,52,4,17,0,0.0,3,0,8,0,0
1,0.0,1,0,0,0,98,5,17,0,0.0,3,0,18,0,1
1,0.246575342,0,0,1,0,73,4,50,0,0.36,3,1,6,0,1
0,0.03960396,1,0,0,0,101,7,24,0,0.0,3,0,13,0,0
1,0.105263158,1,2,0,0,57,3,38,0,0.1578947369999999,1,0,7,0,1
0,0.0,1,0,0,0,21,2,13,0,0.0,3,0,0,0,1
1,0.08974359,1,0,1,0,78,3,12,0,0.0,3,0,11,0,0
0,0.0,1,0,0,0,60,3,51,0,0.0,6,0,0,0,0
1,0.083333333,1,0,0,1,48,4,18,1,0.0,3,0,12,0,1
1,0.0,1,3,0,0,64,7,20,0,0.0,3,1,8,0,1
0,0.0,1,0,0,0,54,4,24,0,0.0,3,1,9,0,0
0,0.095238095,0,1,1,0,84,6,18,0,0.0,3,0,9,0,0
1,0.1372549019999999,1,0,0,0,51,5,15,0,0.0,4,0,8,0,0
1,0.1,1,0,0,1,80,3,33,2,0.212121212,1,0,10,0,1
1,0.131868132,1,3,1,0,91,7,15,0,0.8,3,1,8,1,1
0,0.0,1,0,0,0,34,4,14,0,0.0,3,1,7,0,0
1,0.0,1,3,0,0,82,7,26,0,0.0,22,1,9,0,1
0,0.0,1,0,0,0,20,3,11,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,33,3,24,0,0.0,3,0,0,0,0
1,0.0,1,0,0,0,62,5,41,0,0.0,6,0,5,0,1
0,0.0,1,0,0,0,32,3,24,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,19,3,10,0,0.0,7,0,0,0,0
1,0.0,1,0,0,0,36,3,27,0,0.0,3,1,0,0,1
0,0.0,0,0,0,0,18,3,10,0,0.0,6,0,0,0,0
1,0.093023256,1,0,1,1,129,5,54,3,0.0,3,1,17,1,1
1,0.0,1,0,0,0,42,2,35,0,0.0,8,0,0,0,1
0,0.098484848,1,0,0,1,132,4,16,1,0.0,5,0,44,0,1
1,0.0,1,0,0,0,111,6,18,0,0.0,14,0,24,0,1
0,0.024390244,0,0,0,1,41,3,14,1,0.0,10,0,11,0,0
1,0.034482759,1,0,0,0,29,4,8,0,0.125,5,0,4,0,1
1,0.0,1,0,0,0,29,4,17,0,0.0,13,0,3,0,1
1,0.0,1,0,0,0,39,5,18,0,0.0,15,0,7,0,1
0,0.0,0,0,0,0,39,3,30,0,0.0,3,0,0,0,0
1,0.343283582,1,1,1,0,134,3,14,1,0.0,3,0,15,0,1
1,0.0,1,0,0,0,44,3,36,0,0.0,4,0,0,0,1
0,0.0,0,0,0,0,32,4,18,0,0.0,3,0,4,0,0
0,0.0,0,0,0,0,23,3,14,0,0.0,3,0,0,0,0
1,0.1707317069999999,0,0,1,0,41,4,16,0,0.0,3,0,9,0,0
0,0.0,0,0,0,0,26,3,17,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,32,3,24,0,0.0,6,0,0,0,0
1,0.041666667,1,1,0,0,48,4,24,0,0.083333333,3,0,7,0,1
0,0.0,0,0,0,1,47,3,17,1,0.0,3,0,12,0,1
0,0.0,0,0,0,0,24,3,15,0,0.0,3,0,0,0,0
0,0.035087719,1,0,0,0,57,5,16,0,0.0,3,1,7,0,0
1,0.131578947,1,0,1,0,76,4,50,0,0.0,3,1,15,1,1
1,0.266666667,1,0,1,1,75,3,15,1,0.0,3,0,32,0,1
1,0.057692308,1,0,1,0,52,3,25,0,0.12,1,0,8,0,1
0,0.0,1,0,0,0,27,3,19,0,0.0,3,0,0,0,0
1,0.032786885,1,2,0,0,61,4,30,0,0.066666667,1,1,7,0,1
1,0.0,1,0,0,0,44,4,14,0,0.0,9,1,10,0,1
1,0.05,1,0,0,0,40,6,21,0,0.0,17,0,3,0,1
1,0.057142857,1,0,0,0,35,3,26,0,0.076923077,1,0,0,0,1
0,0.0,1,0,0,0,28,3,20,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,59,4,17,0,0.0,3,0,8,0,0
0,0.0,0,0,0,0,30,3,21,0,0.0,3,0,0,0,0
1,0.023809524,0,0,0,0,42,5,23,0,0.0,8,0,6,0,1
1,0.23,1,3,1,0,100,8,18,0,0.0,3,1,32,0,1
0,0.3378378379999999,1,0,1,1,74,3,20,1,0.15,3,0,32,0,1
0,0.0,0,0,0,0,21,3,12,0,0.0,3,0,0,0,0
1,0.0,1,1,0,0,61,6,25,0,0.0,3,0,9,0,1
1,0.089285714,1,0,0,0,56,6,12,0,0.25,8,0,11,0,1
1,0.317180617,1,1,1,1,227,5,22,3,0.0,3,0,64,0,1
0,0.098039216,0,1,0,1,51,4,14,1,0.0,3,0,9,0,0
0,0.066666667,0,0,0,0,60,5,27,0,0.0,7,0,9,0,0
1,0.0,1,0,0,0,36,4,17,0,0.0,13,0,4,0,1
0,0.0,1,0,0,0,51,3,24,0,0.0,3,0,14,0,0
0,0.144578313,1,0,0,0,83,5,16,0,0.0,3,0,19,0,0
1,0.125984252,1,0,1,1,127,4,50,3,0.0,3,1,17,1,1
1,0.0,0,0,0,0,29,3,20,0,0.0,3,0,0,0,0
0,0.0,0,0,0,0,26,3,18,0,0.0,3,0,0,0,0
1,0.0,1,0,0,0,44,3,26,0,0.0,22,0,4,0,1
1,0.098360656,1,2,0,0,61,8,22,0,0.0,8,1,7,0,1
0,0.0,0,0,0,0,25,3,17,0,0.0,3,0,0,0,0
1,0.0,1,0,0,0,43,4,17,0,0.0,2,1,8,0,1
1,0.0,1,0,0,0,45,4,13,0,0.0,2,0,10,0,0
1,0.0,0,3,0,0,43,6,12,0,0.0,9,1,8,0,1
0,0.067669173,1,0,0,1,133,7,25,2,0.0,2,1,33,0,1
0,0.0,0,0,0,0,43,3,15,0,0.0,3,0,8,0,0
0,0.0,1,0,0,0,83,4,20,0,0.0,3,0,10,0,0
0,0.137931034,1,0,1,0,58,5,14,0,0.0,3,0,10,0,0
1,0.0,1,0,0,0,27,3,18,0,0.0,3,1,0,0,1
1,0.018867925,1,2,0,0,53,5,21,0,0.0,17,1,8,0,1
1,0.183098592,1,0,1,1,71,3,14,1,0.0,7,0,32,0,1
1,0.08,1,0,0,0,50,5,21,0,0.0,4,0,8,0,1
1,0.0,1,0,0,0,40,3,19,0,0.0,3,0,7,0,0
1,0.0,1,0,0,0,52,4,26,0,0.0,5,0,10,0,0
0,0.283950617,1,0,1,0,81,6,15,0,0.0,3,0,32,0,1
1,0.091954023,1,0,0,1,87,4,17,1,0.0,3,0,40,0,1
0,0.0,0,0,0,0,60,5,17,0,0.0,3,0,14,0,0
1,0.093023256,0,0,0,0,43,3,24,0,0.125,9,0,6,0,1
0,0.0,1,0,0,0,31,3,22,0,0.0,8,0,0,0,1
0,0.0,1,0,0,0,27,2,20,0,0.0,3,0,0,0,0
1,0.0,1,0,0,0,49,5,25,0,0.0,21,0,8,0,1
0,0.01754386,1,0,0,0,57,3,35,0,0.028571429,13,0,14,0,0
1,0.085365854,1,0,0,0,82,5,22,0,0.0,7,0,14,0,1
1,0.181102362,1,0,1,1,127,4,50,3,0.0,3,1,17,1,1
0,0.0,0,0,0,0,23,3,14,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,50,5,20,0,0.0,3,0,8,0,0
0,0.0,0,0,0,0,31,3,22,0,0.0,3,0,0,0,0
1,0.0845070419999999,1,0,0,0,71,3,37,0,0.162162162,1,0,17,0,1
1,0.0,1,0,0,0,26,4,15,0,0.0,11,0,2,0,1
1,0.0,1,0,0,0,25,2,18,0,0.0,2,0,0,0,1
0,0.0,0,0,0,0,70,6,17,0,0.0,3,0,14,0,0
0,0.0,1,0,0,0,61,4,16,0,0.0,3,0,10,0,0
1,0.065217391,1,0,0,0,46,4,13,0,0.0,10,0,13,0,1
1,0.0,1,0,0,0,89,8,20,0,0.0,14,0,12,0,1
0,0.0,1,0,0,0,30,3,21,0,0.0,3,0,0,0,0
1,0.073170732,1,0,0,0,41,3,33,0,0.090909091,4,1,0,0,1
0,0.0,1,0,0,0,32,3,24,0,0.0,3,0,0,0,0
1,0.02,1,0,0,0,50,4,23,0,0.0,3,0,13,0,1
1,0.192307692,1,0,0,0,52,4,16,0,0.0,4,0,13,0,1
1,0.4,1,0,0,0,35,3,13,0,0.7692307690000001,2,0,5,1,1
1,0.285714286,1,0,1,0,77,5,23,0,0.0,19,0,32,0,1
1,0.0,1,1,0,0,64,6,26,0,0.0,3,0,11,0,1
0,0.0,0,0,0,0,24,3,15,0,0.0,3,0,0,0,0
1,0.65234375,1,2,1,1,256,8,15,0,0.0,11,1,114,0,1
1,0.363247863,1,4,1,1,234,6,25,3,0.0,3,0,64,0,1
0,0.0,0,0,0,0,67,4,22,0,0.0,3,0,10,0,0
0,0.0,1,0,0,0,29,3,21,0,0.0,7,0,0,0,1
1,0.037037037,1,0,0,0,27,3,18,0,0.055555556,3,1,0,0,1
1,0.035714286,1,0,0,0,28,3,12,0,0.083333333,2,0,4,0,1
0,0.0,1,0,0,0,64,5,19,0,0.0,3,1,7,0,0
1,0.0,1,0,0,0,49,5,19,0,0.0,12,0,7,0,1
1,0.25974026,1,0,1,0,77,5,23,0,0.0,19,0,32,0,1
1,0.188034188,1,0,1,1,117,5,42,3,0.0,3,0,17,1,1
0,0.0,1,0,0,0,65,4,18,0,0.0,3,0,7,0,0
0,0.0,0,0,0,0,25,3,16,0,0.0,3,0,0,0,0
1,0.227722772,1,0,1,0,101,5,11,1,0.0,7,0,75,0,1
0,0.0,1,0,0,0,45,4,11,0,0.0,6,0,7,0,0
0,0.0,1,0,0,0,20,2,12,0,0.0,3,0,0,0,0
1,0.0,1,0,0,0,35,4,19,0,0.0,3,1,5,0,0
0,0.0,0,0,0,0,25,3,17,0,0.0,6,0,0,0,0
0,0.018518519,0,0,0,0,54,3,26,0,0.0,8,0,8,1,0
0,0.02173913,1,0,0,0,46,4,18,0,0.055555556,3,0,9,0,0
0,0.0,1,0,0,0,51,4,18,0,0.0,6,0,8,0,0
1,0.0,1,0,0,0,41,5,17,0,0.0,13,0,4,0,1
0,0.0,0,0,0,0,26,3,17,0,0.0,3,0,0,0,0
1,0.0,0,0,0,0,49,4,26,0,0.0,9,0,7,0,0
0,0.0,1,0,0,0,48,6,19,0,0.0,3,0,7,0,1
1,0.043478261,0,0,0,0,23,3,7,0,0.0,4,0,7,0,1
1,0.0,1,0,0,0,29,2,22,0,0.0,4,0,0,0,1
1,0.0,1,0,0,0,33,4,22,0,0.0,3,0,2,0,1
1,0.06122449,1,1,0,0,49,3,40,0,0.075,1,0,0,0,1
0,0.0,1,0,0,0,35,3,21,0,0.0,17,0,6,0,0
1,0.0,0,0,0,0,38,3,29,0,0.0,5,0,0,0,0
0,0.028571429,1,1,0,0,35,3,18,0,0.055555556,3,0,5,0,0
0,0.204545455,0,0,0,0,44,3,25,0,0.32,10,0,6,0,1
0,0.0,1,0,0,0,40,4,18,0,0.0,3,0,9,0,0
0,0.0,1,0,0,0,39,4,27,0,0.0,3,0,3,0,1
1,0.037593985,1,1,0,1,133,3,95,0,0.052631579,2,0,8,0,1
0,0.0625,1,0,0,0,96,3,19,0,0.0,3,0,8,0,0
1,0.298701299,1,0,1,0,77,5,23,0,0.0,19,0,32,0,1
1,0.046511628,1,2,0,0,43,4,21,0,0.095238095,6,0,10,0,1
0,0.0779220779999999,1,0,0,0,77,6,14,0,0.0,3,0,9,0,0
0,0.036585366,0,0,0,0,82,6,14,0,0.0,10,0,11,0,0
1,0.254385965,1,2,1,0,114,9,26,0,0.0,3,1,32,0,1
1,0.333333333,1,0,1,0,84,5,13,0,0.0,3,0,9,0,0
1,0.043478261,1,0,0,0,46,5,21,0,0.0,14,0,10,0,1
0,0.0,1,0,0,0,18,2,11,0,0.0,5,0,0,0,0
0,0.0,1,0,0,0,38,2,31,0,0.0,8,0,0,0,0
0,0.043478261,1,0,0,0,92,6,15,0,0.0,3,0,10,0,0
1,0.125,0,1,1,1,360,10,22,6,0.409090909,4,0,18,0,1
1,0.063829787,1,1,0,0,47,3,29,0,0.103448276,11,0,5,0,1
1,0.0,1,0,0,0,29,5,13,0,0.0,2,1,4,0,0
0,0.160493827,1,0,0,0,81,6,15,0,0.0,2,1,8,0,0
0,0.0,1,0,0,0,22,3,14,0,0.0,3,0,0,0,0
1,0.12195122,1,0,0,0,41,2,34,0,0.147058824,5,0,0,0,1
1,0.0,1,1,0,0,39,3,31,0,0.0,2,1,0,0,1
0,0.0,1,0,0,0,29,3,20,0,0.0,3,0,0,0,0
1,0.084337349,1,0,0,0,83,5,16,0,0.0,3,1,8,0,0
0,0.0,1,0,0,0,29,3,21,0,0.0,3,0,0,0,0
0,0.0,1,0,0,0,35,3,26,0,0.0,3,0,0,0,0
1,0.19047619,0,0,0,0,42,4,25,0,0.32,10,0,8,0,1
0,0.0,1,0,0,0,34,2,27,0,0.0,8,0,0,0,0
0,0.0,0,0,0,0,20,2,13,0,0.0,1,0,0,0,1
